title,id,genre,release_date,budget,revenue,vote_average
Begin Again,198277,Comedy,2013.0,8000000,63464861,7.3
Bad Words,209403,Comedy,2013.0,9500000,7800000,6.4
Hansel & Gretel: Witch Hunters,60304,Fantasy,2013.0,50000000,224803475,5.7
A Good Day to Die Hard,47964,Action,2013.0,92000000,304654182,5.2
American Hustle,168672,Drama,2013.0,40000000,251171807,6.8
Last Vegas,137093,Comedy,2013.0,28000000,134402450,6.4
Machete Kills,106747,Action,2013.0,12000000,15008161,5.3
Bullet to the Head,70074,Action,2013.0,55000000,9489829,5.2
Trance,68727,Thriller,2013.0,20000000,24261569,6.5
42,109410,Drama,2013.0,40000000,95020213,6.8
The Grandmaster,44865,Action,2013.0,3860000,64076736,6.3
The Best Man Holiday,146304,Comedy,2013.0,17000000,71625195,6.7
Lone Survivor,193756,Action,2013.0,40000000,149295601,7.4
The Immigrant,152599,Drama,2013.0,16000000,5867686,6.2
Riddick,87421,Science Fiction,2013.0,38000000,98337295,6.2
Black Nativity,175541,Drama,2013.0,17500000,7018189,5.8
Battle of the Year,109417,Music,2013.0,20000000,16549477,5.9
Maleficent,102651,Fantasy,2014.0,180000000,758539785,7.0
Transformers: Age of Extinction,91314,Science Fiction,2014.0,210000000,1091405097,5.8
The Best of Me,239571,Drama,2014.0,26000000,35926213,7.2
Selma,273895,History,2014.0,20000000,66787908,7.4
Let's Be Cops,193893,Comedy,2014.0,17000000,136621271,6.4
Sabotage,144336,Action,2014.0,35000000,17508518,5.5
Blended,232672,Comedy,2014.0,40000000,123494610,6.6
Moms' Night Out,252680,Comedy,2014.0,5000000,10429707,5.5
Muppets Most Wanted,145220,Comedy,2014.0,50000000,80383290,6.2
The Amazing Spider-Man 2,102382,Action,2014.0,200000000,705717432,6.5
Noah,86834,Drama,2014.0,125000000,362637473,5.6
The Grand Budapest Hotel,120467,Comedy,2014.0,30000000,174600318,8.0
Big Eyes,87093,Drama,2014.0,10000000,28883511,6.8
Exodus: Gods and Kings,147441,Adventure,2014.0,140000000,268031828,5.6
Sex Tape,225886,Comedy,2014.0,40000000,126069509,5.3
Dawn of the Planet of the Apes,119450,Science Fiction,2014.0,170000000,710644566,7.3
The Expendables 3,138103,Action,2014.0,90000000,206172544,6.1
Gone Girl,210577,Mystery,2014.0,61000000,369330363,7.9
Guardians of the Galaxy,118340,Action,2014.0,170000000,773328629,7.9
The Book of Life,228326,Romance,2014.0,50000000,97437106,7.3
Into the Storm,216282,Action,2014.0,50000000,160602194,5.8
And So It Goes,253235,Comedy,2014.0,18000000,25312387,5.7
The Judge,205587,Drama,2014.0,50000000,83719388,7.2
Aloft,251321,Drama,2014.0,8000000,53086,5.1
Big Hero 6,177572,Adventure,2014.0,165000000,652105443,7.8
Penguins of Madagascar,270946,Family,2014.0,132000000,373552094,6.5
The Equalizer,156022,Thriller,2014.0,55000000,192330738,7.1
Teenage Mutant Ninja Turtles,98566,Science Fiction,2014.0,125000000,477200000,5.8
Neighbors,195589,Comedy,2014.0,18000000,268157400,6.2
Kill the Messenger,245916,Thriller,2014.0,5000000,2450846,6.6
Captain America: The Winter Soldier,100402,Action,2014.0,170000000,714766572,7.6
Edge of Tomorrow,137113,Action,2014.0,178000000,370541256,7.6
Dracula Untold,49017,Horror,2014.0,70000000,215529201,6.2
Transcendence,157353,Thriller,2014.0,100000000,103039258,5.9
"I, Frankenstein",100241,Horror,2014.0,65000000,71154592,5.0
Sin City: A Dame to Kill For,189,Crime,2014.0,65000000,39407616,6.3
Under the Skin,97370,Thriller,2014.0,13300000,5380251,6.0
Wild,228970,Drama,2014.0,15000000,52501541,7.0
If I Stay,249164,Drama,2014.0,11000000,78874843,7.3
Escobar: Paradise Lost,255343,Thriller,2014.0,17000000,3758328,6.1
Pompeii,76649,Action,2014.0,130000000,117831631,5.2
Seventh Son,68737,Adventure,2014.0,95000000,114178613,5.2
Birdman,194662,Drama,2014.0,18000000,103215094,7.4
Horrible Bosses 2,227159,Comedy,2014.0,42000000,107670357,6.1
Devil's Due,79316,Horror,2014.0,7000000,36433975,4.4
St. Vincent,239563,Comedy,2014.0,13000000,54837234,7.1
Need for Speed,136797,Action,2014.0,66000000,203277636,6.1
No Good Deed,136835,Crime,2014.0,13200000,53830415,5.6
Taken 3,260346,Thriller,2014.0,48000000,325771424,6.1
About Last Night,222899,Comedy,2014.0,12500000,49002684,6.0
Night at the Museum: Secret of the Tomb,181533,Adventure,2014.0,127000000,349424282,6.1
Beyond the Lights,241771,Romance,2014.0,7000000,14618727,7.0
Earth to Echo,238603,Family,2014.0,13000000,45300000,5.7
The Legend of Hercules,188207,Action,2014.0,70000000,61279452,4.4
Unbroken,227306,Drama,2014.0,65000000,163442937,7.3
3 Days to Kill,192102,Action,2014.0,28000000,52597999,6.0
Left Behind,218043,Thriller,2014.0,16000000,19682924,3.7
The Green Inferno,171424,Action,2014.0,5000000,6833445,5.0
Dumb and Dumber To,100042,Comedy,2014.0,40000000,169837010,5.4
When the Game Stands Tall,232679,Drama,2014.0,15000000,30127963,6.3
Tammy,226486,Comedy,2014.0,20000000,100525432,5.0
Brick Mansions,254473,Action,2014.0,28000000,68896829,5.7
Paddington,116149,Family,2014.0,55000000,259207227,7.0
Atlas Shrugged Part III: Who is John Galt?,199933,Drama,2014.0,5000000,846704,3.9
Annabelle,250546,Horror,2014.0,6500000,255273813,5.6
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",218778,Family,2014.0,28000000,100654149,6.1
Jersey Boys,209451,Music,2014.0,40000000,67347013,6.8
Rio 2,172385,Animation,2014.0,103000000,500188435,6.3
Annie,196867,Comedy,2014.0,65000000,133821816,6.0
Draft Day,200505,Drama,2014.0,25000000,28831145,6.5
The Homesman,264656,Western,2014.0,16000000,3442853,6.4
X-Men: Days of Future Past,127585,Action,2014.0,250000000,747862775,7.5
The Hunger Games: Mockingjay - Part 1,131631,Science Fiction,2014.0,125000000,752100229,6.6
The Theory of Everything,266856,Drama,2014.0,15000000,123726688,7.8
The Monuments Men,152760,War,2014.0,70000000,154984035,5.8
Interstellar,157336,Adventure,2014.0,165000000,675120017,8.1
The Imitation Game,205596,History,2014.0,14000000,233555708,8.0
The Boxtrolls,170687,Animation,2014.0,60000000,108255770,6.6
Into the Woods,224141,Fantasy,2014.0,50000000,212902372,5.6
Son of God,235260,Drama,2014.0,22000000,67800064,5.9
Miss Julie,230266,Drama,2014.0,5500000,5000000,5.9
The Lego Movie,137106,Adventure,2014.0,60000000,469160692,7.5
"As Above, So Below",256274,Horror,2014.0,5000000,40100000,6.1
A Most Wanted Man,157849,Thriller,2014.0,15000000,31554855,6.5
Barbecue,250349,Comedy,2014.0,6000000,14348529,5.8
The November Man,254904,Crime,2014.0,15000000,32556119,6.0
The Giver,227156,Drama,2014.0,25000000,66980456,6.4
The Signal,242095,Thriller,2014.0,4000000,600896,5.8
The Prince,241254,Thriller,2014.0,18000000,266586800,4.6
Winter's Tale,137321,Drama,2014.0,60000000,30800231,6.0
The Water Diviner,256917,War,2014.0,22500000,15520023,6.8
Think Like a Man Too,184098,Comedy,2014.0,24000000,70181428,6.4
Million Dollar Arm,198185,Drama,2014.0,25000000,38307627,6.6
Wish I Was Here,231576,Drama,2014.0,5500000,5483299,6.4
The Hobbit: The Battle of the Five Armies,122917,Action,2014.0,250000000,956019788,7.1
Ouija,242512,Horror,2014.0,5000000,103590271,4.9
Endless Love,226857,Drama,2014.0,20000000,34077920,6.7
A Walk Among the Tombstones,169917,Crime,2014.0,28000000,53181600,6.2
Lucy,240832,Action,2014.0,40000000,126546825,6.3
Whiplash,244786,Drama,2014.0,3300000,13092000,8.3
Boyhood,85350,Drama,2014.0,4000000,44349000,7.5
Nightcrawler,242582,Crime,2014.0,8500000,38697217,7.6
22 Jump Street,187017,Crime,2014.0,50000000,188441614,7.0
The Fault in Our Stars,222935,Romance,2014.0,12000000,307166834,7.6
Dolphin Tale 2,227735,Family,2014.0,36000000,52424533,6.7
The Interview,228967,Action,2014.0,44000000,12342632,6.1
This Is Where I Leave You,239678,Drama,2014.0,19800000,41296320,6.5
Still Alice,284293,Drama,2014.0,5000000,43884652,7.5
That Awkward Moment,225565,Comedy,2014.0,8000000,26049082,6.1
300: Rise of an Empire,53182,Action,2014.0,110000000,337580051,6.1
Joe,157847,Drama,2014.0,4000000,2365467,6.5
Before I Go to Sleep,204922,Mystery,2014.0,22000000,15447154,6.2
Black or White,253331,Drama,2014.0,9000000,21571189,6.5
Tusk,246403,Comedy,2014.0,2800000,1826705,5.1
A Most Violent Year,241239,Crime,2014.0,20000000,12007070,6.5
The Other Woman,193610,Comedy,2014.0,40000000,196781193,6.2
The Hundred-Foot Journey,228194,Drama,2014.0,22000000,88880821,7.3
Hercules,184315,Action,2014.0,100000000,243400000,5.6
American Sniper,190859,War,2014.0,58800000,542307423,7.4
Inherent Vice,171274,Comedy,2014.0,20000000,11110975,6.5
The Gambler,284536,Thriller,2014.0,25000000,39171130,5.7
The Maze Runner,198663,Action,2014.0,34000000,348319861,7.0
The Purge: Anarchy,238636,Horror,2014.0,9000000,108782847,6.6
How to Train Your Dragon 2,82702,Fantasy,2014.0,145000000,609123048,7.6
Fury,228150,War,2014.0,68000000,211817906,7.4
Heaven is for Real,236751,Drama,2014.0,12000000,101332962,6.0
RoboCop,97020,Action,2014.0,120000000,242688965,5.7
Divergent,157350,Adventure,2014.0,85000000,288747895,6.9
Jack Ryan: Shadow Recruit,137094,Action,2014.0,60000000,50549107,5.9
Ride Along,168530,Action,2014.0,25000000,153997819,6.1
Mr. Peabody & Sherman,82703,Animation,2014.0,145000000,272912430,6.7
Non-Stop,225574,Action,2014.0,50000000,222809600,6.8
Paranormal Activity: The Marked Ones,227348,Horror,2014.0,5000000,86362372,5.2
Dope,308639,Crime,2015.0,700000,17986781,7.2
The DUFF,272693,Romance,2015.0,8500000,43528634,6.8
The Gallows,299245,Horror,2015.0,100000,42664410,4.9
The Second Best Exotic Marigold Hotel,268238,Drama,2015.0,10000000,85978266,6.3
Pixels,257344,Action,2015.0,88000000,243637091,5.6
The Intern,257211,Comedy,2015.0,35000000,194564672,7.1
Ted 2,214756,Comedy,2015.0,68000000,217022588,6.2
Hot Pursuit,268920,Action,2015.0,35000000,51680201,5.4
The Man from U.N.C.L.E.,203801,Comedy,2015.0,75000000,108145109,7.1
Magic Mike XXL,264999,Comedy,2015.0,14800000,122513057,6.3
Spectre,206647,Action,2015.0,245000000,880674609,6.3
Fifty Shades of Grey,216015,Drama,2015.0,40000000,571006128,5.2
The Peanuts Movie,227973,Animation,2015.0,99000000,246233113,6.5
Straight Outta Compton,277216,Drama,2015.0,28000000,201634991,7.7
Danny Collins,256924,Comedy,2015.0,10000000,10835752,6.6
Jurassic World,135397,Action,2015.0,150000000,1513528810,6.5
The Little Prince,309809,Adventure,2015.0,64000000,97571250,7.6
The Walk,285783,Adventure,2015.0,35000000,61181942,6.9
Anomalisa,291270,Animation,2015.0,8000000,5659286,7.0
The Last Witch Hunter,274854,Fantasy,2015.0,90000000,146936910,5.7
Bridge of Spies,296098,Thriller,2015.0,40000000,165478348,7.2
The Transporter Refueled,287948,Thriller,2015.0,25000000,72629670,5.2
The SpongeBob Movie: Sponge Out of Water,228165,Animation,2015.0,74000000,311594032,5.8
Unfinished Business,239573,Comedy,2015.0,35000000,14431253,5.0
The Good Dinosaur,105864,Adventure,2015.0,175000000,331926147,6.6
While We're Young,252512,Comedy,2015.0,10000000,7587485,5.8
Furious 7,168259,Action,2015.0,190000000,1506249360,7.3
Steve Jobs,321697,Drama,2015.0,30000000,34441873,6.8
Love the Coopers,333348,Comedy,2015.0,17000000,24000000,5.4
Victor Frankenstein,228066,Drama,2015.0,40000000,34227298,5.6
Minions,211672,Family,2015.0,74000000,1156730962,6.4
The Assassin,253450,Action,2015.0,15000000,632542,6.6
Vacation,296099,Comedy,2015.0,31000000,104384188,6.2
The Gift,328425,Thriller,2015.0,5000000,58978653,6.7
The Big Short,318846,Comedy,2015.0,28000000,133346506,7.3
Hot Tub Time Machine 2,243938,Comedy,2015.0,14000000,12314651,5.0
Pitch Perfect 2,254470,Comedy,2015.0,29000000,287506194,6.8
Cinderella,150689,Romance,2015.0,95000000,543514353,6.7
Blackhat,201088,Crime,2015.0,70000000,17752940,5.1
Avengers: Age of Ultron,99861,Action,2015.0,280000000,1405403694,7.3
Get Hard,257091,Comedy,2015.0,40000000,111811453,5.9
The Longest Ride,228205,Drama,2015.0,34000000,63013281,7.3
Unfriended,277685,Horror,2015.0,1000000,62882090,5.5
Hotel Transylvania 2,159824,Animation,2015.0,80000000,473226958,6.7
Self/less,238615,Science Fiction,2015.0,26000000,30523226,6.3
The Hunger Games: Mockingjay - Part 2,131634,Action,2015.0,160000000,653428261,6.6
Paper Towns,286565,Drama,2015.0,12000000,85512300,6.1
Aloha,222936,Drama,2015.0,37000000,26250020,5.2
Insurgent,262500,Adventure,2015.0,110000000,295238201,6.2
Ip Man 3,365222,Action,2015.0,36000000,156844753,6.5
Daddy's Home,274167,Comedy,2015.0,50000000,242786137,5.8
Joy,274479,Drama,2015.0,60000000,101134059,6.4
Terminator Genisys,87101,Science Fiction,2015.0,155000000,440603537,5.8
The Gunman,266396,Action,2015.0,40000000,13644292,5.5
The Revenant,281957,Western,2015.0,135000000,532950503,7.3
San Andreas,254128,Action,2015.0,110000000,470490832,6.0
Trainwreck,271718,Comedy,2015.0,35000000,140795793,5.9
Maze Runner: The Scorch Trials,294254,Action,2015.0,61000000,311256926,6.4
Spotlight,314365,Drama,2015.0,20000000,88346473,7.8
Fantastic Four,166424,Action,2015.0,120000000,167977596,4.4
Max,272878,Adventure,2015.0,20000000,43967255,6.8
Demonic,234212,Thriller,2015.0,3000000,3387000,4.9
The Martian,286217,Drama,2015.0,108000000,630161890,7.6
Tomorrowland,158852,Adventure,2015.0,190000000,209154322,6.2
The Hateful Eight,273248,Crime,2015.0,44000000,155760117,7.6
By the Sea,314385,Drama,2015.0,10000000,3727746,5.4
The Lazarus Effect,243940,Thriller,2015.0,3300000,64110728,5.1
Baahubali: The Beginning,256040,Action,2015.0,40000000,100000000,7.5
Mad Max: Fury Road,76341,Action,2015.0,150000000,378858340,7.2
Burnt,295964,Drama,2015.0,20000000,36606743,6.3
The Visit,298312,Horror,2015.0,5000000,98450062,6.0
90 Minutes in Heaven,343795,Drama,2015.0,5000000,4842699,5.4
Creed,312221,Drama,2015.0,37000000,173567581,7.3
Pan,266647,Adventure,2015.0,150000000,128388320,5.9
Maggie,287424,Horror,2015.0,4000000,187112,5.2
The Boy Next Door,241251,Thriller,2015.0,4000000,52425855,4.1
Brooklyn,167073,Drama,2015.0,11000000,62076141,7.2
Little Boy,256962,Comedy,2015.0,20000000,6420319,7.0
Ant-Man,102899,Science Fiction,2015.0,130000000,519311965,7.0
Black Mass,261023,Crime,2015.0,53000000,98837872,6.3
No Escape,192141,Action,2015.0,5000000,54418872,6.7
Secret in Their Eyes,290751,Crime,2015.0,19500000,34854990,6.2
The Age of Adaline,293863,Fantasy,2015.0,25000000,65663276,7.4
Goosebumps,257445,Adventure,2015.0,58000000,158162788,6.2
Southpaw,307081,Action,2015.0,30000000,91709827,7.3
Mission: Impossible - Rogue Nation,177677,Action,2015.0,150000000,682330139,7.1
Project Almanac,227719,Science Fiction,2015.0,12000000,32248241,6.4
Woman in Gold,304357,Drama,2015.0,11000000,61619773,7.3
Sicario,273481,Action,2015.0,30000000,84025816,7.2
Paul Blart: Mall Cop 2,256961,Action,2015.0,38000000,107597242,5.0
Krampus,287903,Horror,2015.0,15000000,61548707,5.9
Mortdecai,210860,Comedy,2015.0,60000000,30418560,5.4
Home,228161,Fantasy,2015.0,135000000,368871007,6.8
Heist,336004,Crime,2015.0,8900000,4100000,5.6
Point Break,257088,Action,2015.0,105000000,133718711,5.5
In the Heart of the Sea,205775,Thriller,2015.0,100000000,93820758,6.5
Chappie,198184,Crime,2015.0,49000000,104399548,6.6
Jupiter Ascending,76757,Science Fiction,2015.0,176000003,183987723,5.2
Ex Machina,264660,Drama,2015.0,15000000,36869414,7.6
Everest,253412,Adventure,2015.0,55000000,203427584,6.7
Concussion,321741,Drama,2015.0,35000000,50363790,7.0
It Follows,270303,Horror,2015.0,2000000,14674076,6.6
The Vatican Tapes,157544,Thriller,2015.0,13000000,1784763,4.6
Inside Out,150540,Drama,2015.0,175000000,857611174,8.0
Legend,276907,Crime,2015.0,25000000,42972994,6.7
Run All Night,241554,Action,2015.0,50000000,71561644,6.3
Captive,331190,Crime,2015.0,2000000,2801508,5.6
Insidious: Chapter 3,280092,Drama,2015.0,10000000,104303851,6.2
The Diary of a Teenage Girl,250124,Drama,2015.0,2000000,1477002,6.8
Our Brand Is Crisis,10317,Comedy,2015.0,28000000,7002261,5.8
Child 44,181283,Crime,2015.0,50000000,3324330,6.1
Dragon Blade,300168,Action,2015.0,65000000,121545703,5.9
We Are Your Friends,301351,Drama,2015.0,6000000,11122090,6.3
The 33,293646,Drama,2015.0,25000000,24902723,6.0
Freeheld,306745,Romance,2015.0,7000000,573335,7.1
Room,264644,Drama,2015.0,6000000,35401758,8.1
Stonewall,273899,Drama,2015.0,13500000,187674,5.2
Focus,256591,Romance,2015.0,50100000,153962963,6.7
Sinister 2,283445,Horror,2015.0,10000000,52882018,5.4
How to Be Single,259694,Comedy,2016.0,38000000,112343513,5.9
Pete's Dragon,294272,Adventure,2016.0,65000000,143695338,6.2
Florence Foster Jenkins,315664,Comedy,2016.0,29000000,48902953,6.6
Deadpool,293660,Action,2016.0,58000000,783112979,7.4
The Infiltrator,325789,Crime,2016.0,25000000,15436808,6.6
The Monkey King 2,381902,Action,2016.0,68490000,193677158,6.0
Batman v Superman: Dawn of Justice,209112,Action,2016.0,250000000,873260194,5.7
Gods of Egypt,205584,Fantasy,2016.0,140000000,150680864,5.3
The Legend of Tarzan,258489,Action,2016.0,180000000,356743061,5.5
The Secret Life of Pets,328111,Animation,2016.0,75000000,875958308,5.9
Sausage Party,223702,Adventure,2016.0,19000000,140752617,5.6
Kung Fu Panda 3,140300,Action,2016.0,145000000,521170825,6.7
Allegiant,262504,Adventure,2016.0,110000000,179246868,5.9
The Birth of a Nation,339408,Drama,2016.0,8500000,15861566,6.5
Ghostbusters,43074,Action,2016.0,144000000,229147509,5.3
Green Room,313922,Horror,2016.0,5000000,3220371,6.7
Dirty Grandpa,291870,Comedy,2016.0,11500000,94073028,5.7
Jason Bourne,324668,Action,2016.0,120000000,415484914,5.9
Airlift,375290,Thriller,2016.0,4500000,32000000,7.3
The Boss,323676,Comedy,2016.0,29000000,78636257,5.5
The 5th Wave,299687,Adventure,2016.0,38000000,109906372,5.6
Ben-Hur,271969,Drama,2016.0,100000000,94061311,5.3
The Finest Hours,300673,Action,2016.0,80000000,52099090,6.3
The Conjuring 2,259693,Horror,2016.0,40000000,320170008,7.0
Miracles from Heaven,339984,Drama,2016.0,16000000,77000000,6.7
Pride and Prejudice and Zombies,58431,Romance,2016.0,28000000,16374328,5.5
Fifty Shades of Black,351819,Romance,2016.0,20000000,21164799,4.3
X-Men: Apocalypse,246655,Science Fiction,2016.0,178000000,543934787,6.4
Race,323677,Action,2016.0,5000000,24804129,7.1
Zoolander 2,329833,Comedy,2016.0,50000000,55969000,4.7
Ride Along 2,323675,Action,2016.0,40000000,124827316,6.1
The BFG,267935,Adventure,2016.0,140000000,183345589,6.0
The Purge: Election Year,316727,Action,2016.0,10000000,118587880,6.1
Captain America: Civil War,271110,Adventure,2016.0,250000000,1153304495,7.1
Suicide Squad,297761,Action,2016.0,175000000,745000000,5.9
Me Before You,296096,Drama,2016.0,20000000,207945075,7.6
The Jungle Book,278927,Family,2016.0,175000000,966550600,6.7
Criminal,302156,Action,2016.0,31500000,14708696,5.7
Free State of Jones,316152,War,2016.0,50000000,25035950,6.6
Shin Godzilla,315011,Action,2016.0,15000000,77000000,6.5
13 Hours: The Secret Soldiers of Benghazi,300671,Action,2016.0,50000000,69411370,7.0
The Huntsman: Winter's War,290595,Action,2016.0,115000000,164602163,6.0
Teenage Mutant Ninja Turtles: Out of the Shadows,308531,Fantasy,2016.0,135000000,245623848,5.8
Independence Day: Resurgence,47933,Action,2016.0,165000000,389681935,4.9
Eddie the Eagle,319888,Comedy,2016.0,23000000,46152800,7.2
Neighbors 2: Sorority Rising,325133,Comedy,2016.0,35000000,108758521,5.6
The Boy,321258,Horror,2016.0,10000000,64188367,5.8
Bad Moms,376659,Comedy,2016.0,20000000,183936074,6.3
Money Monster,303858,Thriller,2016.0,27000000,93282604,6.5
Star Trek Beyond,188927,Action,2016.0,185000000,343471816,6.6
The Young Messiah,318850,Drama,2016.0,18500000,6490401,6.4
Keanu,342521,Action,2016.0,15000000,20566327,6.0
My Big Fat Greek Wedding 2,302688,Romance,2016.0,18000000,88923251,5.5
Nerve,328387,Mystery,2016.0,20000000,83707310,7.1
God's Not Dead 2,347126,Drama,2016.0,5000000,23507567,5.7
The Witch,310131,Mystery,2016.0,3500000,40423945,6.3
Jane Got a Gun,174751,Action,2016.0,25000000,1397284,5.4
Lights Out,345911,Horror,2016.0,4900000,44107032,6.3
Risen,335778,Action,2016.0,20000000,46069568,5.7
Central Intelligence,302699,Action,2016.0,50000000,216972543,6.2
Now You See Me 2,291805,Action,2016.0,90000000,334901337,6.7
10 Cloverfield Lane,333371,Thriller,2016.0,15000000,108286421,6.8
